sender.location,sender.latitude,sender.longitude,receiver.location,receiver.latitude,receiver.longitude,date,sender.country,receiver.country,journey
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1865-07-11,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1865-12-09,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1866-03-23,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Lahr",50.673337,7.255588,1856-03-09,USA,GER,39.103118 -84.51202 50.673337 7.255588
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Lahr",50.673337,7.255588,1855-04-12,USA,GER,39.103118 -84.51202 50.673337 7.255588
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Lahr",50.673337,7.255588,1856-07-04,USA,GER,39.103118 -84.51202 50.673337 7.255588
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Lahr",50.673337,7.255588,1856-09-22,USA,GER,39.103118 -84.51202 50.673337 7.255588
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Lahr",50.673337,7.255588,1857-05-08,USA,GER,38.627003 -90.199404 50.673337 7.255588
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Lahr",50.673337,7.255588,1857-05-08,USA,GER,38.627003 -90.199404 50.673337 7.255588
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Lahr",50.673337,7.255588,1857-05-21,USA,GER,38.627003 -90.199404 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1857-11-19,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Lahr",50.673337,7.255588,1858-01-02,USA,GER,38.627003 -90.199404 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,NA,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1859-11-29,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1860-09-29,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,NA,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,NA,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1862-05-11,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,NA,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1862-09-29,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1862-10-11,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1862-12-20,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1863-02-28,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1863-02-28,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1863-04-30,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1863-04-30,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1863-07-08,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1864-03-06,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1864-03-06,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1864-06-24,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1864-06-24,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1864-11-29,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1864-11-29,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1865-04-04,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1865-04-04,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1865-07-11,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1865-12-09,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1866-02-16,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1866-03-23,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1866-03-23,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1867-03-15,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1867-08-16,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1867-12-29,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1868-01-17,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Campbellton (MO)",38.540051,-91.160706,"GER, Lahr",50.673337,7.255588,1868-10-22,USA,GER,38.540051 -91.160706 50.673337 7.255588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Schefflenz",49.402575,9.278423,1853-10-05,USA,GER,42.652579 -73.756232 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1856-10-26,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1861-12-22,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1865-02-24,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1867-11-04,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Trumbull (CT)",41.242856,-73.200664,"GER, Schefflenz",49.402575,9.278423,1870-10-22,USA,GER,41.242856 -73.200664 49.402575 9.278423
"USA, Trumbull (CT)",41.242856,-73.200664,"GER, Schefflenz",49.402575,9.278423,1879-12-31,USA,GER,41.242856 -73.200664 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1882-07-08,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1885-01-25,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Highland",38.399974,-79.605288,"GER, Schefflenz",49.402575,9.278423,1901-05-11,USA,GER,38.399974 -79.605288 49.402575 9.278423
"USA, Thompson (OH)",41.678297,-81.052458,"GER, Schefflenz",49.402575,9.278423,1901-12-15,USA,GER,41.678297 -81.052458 49.402575 9.278423
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Berlin",52.520007,13.404954,1865-07-16,USA,GER,41.878114 -87.629798 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,NA,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1890-05-15,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,NA,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1891-10-01,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1892-02-27,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1896-01-30,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1897-02-01,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1897-02-09,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,NA,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1898-12-17,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1899-03-07,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1899-12-16,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1901-12-18,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1903-01-08,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1903-03-13,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1903-03-17,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1903-05-30,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1895-12-05,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1895-12-31,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1897-01-29,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,NA,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Manson (IA)",42.529144,-94.534142,"GER, Berlin",52.520007,13.404954,1900-12-11,USA,GER,42.529144 -94.534142 52.520007 13.404954
"USA, Frankenhilf (MI)",44.314844,-85.602364,"GER, Dortmund",51.513587,7.465298,1853-10-16,USA,GER,44.314844 -85.602364 51.513587 7.465298
"USA, Frankenmuth (MI)",43.331691,-83.738019,"GER, Berlin",52.520007,13.404954,1854-05-01,USA,GER,43.331691 -83.738019 52.520007 13.404954
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Richstein",50.98529,8.46149,1800-01-11,USA,GER,39.290385 -76.612189 50.98529 8.46149
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Elberfeld",51.249643,7.148624,1810-12-07,USA,GER,39.290385 -76.612189 51.249643 7.148624
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Elberfeld",51.249643,7.148624,1817-08-04,USA,GER,39.290385 -76.612189 51.249643 7.148624
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Elberfeld",51.249643,7.148624,1818-03-29,USA,GER,39.290385 -76.612189 51.249643 7.148624
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Elberfeld",51.249643,7.148624,1824-05-08,USA,GER,39.290385 -76.612189 51.249643 7.148624
"USA, Monroe (LA)",32.509311,-92.119301,"USA, Brenham (TX)",30.166883,-96.397744,1862-09-28,USA,USA,32.509311 -92.119301 30.166883 -96.397744
"USA, Washington Co. (TX)",30.235296,-96.365157,"USA, Brenham (TX)",30.166883,-96.397744,1863-03-08,USA,USA,30.235296 -96.365157 30.166883 -96.397744
"USA, Richmond (TX)",29.582181,-95.760783,"USA, Brenham (TX)",30.166883,-96.397744,1863-08-19,USA,USA,29.582181 -95.760783 30.166883 -96.397744
"USA, Eagle Lake (TX)",29.589684,-96.333577,"USA, Brenham (TX)",30.166883,-96.397744,1863-09-07,USA,USA,29.589684 -96.333577 30.166883 -96.397744
"USA, Brenham (TX)",30.166883,-96.397744,"USA, Eagle Lake (TX)",29.589684,-96.333577,1863-09-09,USA,USA,30.166883 -96.397744 29.589684 -96.333577
"USA, Brenham (TX)",30.166883,-96.397744,"USA, Eagle Lake (TX)",29.589684,-96.333577,1863-11-18,USA,USA,30.166883 -96.397744 29.589684 -96.333577
"USA, Sealy (TX)",29.780788,-96.157183,"USA, Brenham (TX)",30.166883,-96.397744,1863-11-08,USA,USA,29.780788 -96.157183 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1863-11-22,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,NA,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Sandy Point (TX)",29.385517,-95.481053,"USA, Brenham (TX)",30.166883,-96.397744,1863-11-27,USA,USA,29.385517 -95.481053 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1863-12-09,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1863-12-17,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1863-12-19,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1863-12-31,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1864-01-04,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1864-01-16,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Houston (TX)",29.760427,-95.369803,"USA, Brenham (TX)",30.166883,-96.397744,1864-02-02,USA,USA,29.760427 -95.369803 30.166883 -96.397744
"USA, Leesville (LA)",31.143519,-93.260998,"USA, Brenham (TX)",30.166883,-96.397744,1864-04-27,USA,USA,31.143519 -93.260998 30.166883 -96.397744
"USA, Alexandria (LA)",31.311294,-92.445137,"USA, Brenham (TX)",30.166883,-96.397744,1864-04-29,USA,USA,31.311294 -92.445137 30.166883 -96.397744
"USA, Alexandria (LA)",31.311294,-92.445137,"USA, Brenham (TX)",30.166883,-96.397744,1864-05-06,USA,USA,31.311294 -92.445137 30.166883 -96.397744
"USA, Alexandria (LA)",31.311294,-92.445137,"USA, Brenham (TX)",30.166883,-96.397744,1864-05-09,USA,USA,31.311294 -92.445137 30.166883 -96.397744
"USA, Brenham (TX)",30.166883,-96.397744,"USA, Alexandria (LA)",31.311294,-92.445137,1864-05-17,USA,USA,30.166883 -96.397744 31.311294 -92.445137
"USA, New Orleans (LA)",29.951066,-90.071532,"USA, Brenham (TX)",30.166883,-96.397744,1864-06-15,USA,USA,29.951066 -90.071532 30.166883 -96.397744
"USA, Brenham (TX)",30.166883,-96.397744,"USA, Hardin (TX)",30.152435,-94.739089,1903-10-01,USA,USA,30.166883 -96.397744 30.152435 -94.739089
"USA, Stillwater (MN)",45.056004,-92.808844,"GER, Bicken",50.693381,8.382915,NA,USA,GER,45.056004 -92.808844 50.693381 8.382915
"USA, Stillwater (MN)",45.056004,-92.808844,"GER, Bicken",50.693381,8.382915,1889-12-10,USA,GER,45.056004 -92.808844 50.693381 8.382915
"USA, Stillwater (MN)",45.056004,-92.808844,"GER, Bicken",50.693381,8.382915,1890-02-20,USA,GER,45.056004 -92.808844 50.693381 8.382915
"USA, St(PA)ul (MN)",44.953703,-93.089958,"GER, Bicken",50.693381,8.382915,1896-02-27,USA,GER,44.953703 -93.089958 50.693381 8.382915
"USA, Hoboken (NJ)",40.743991,-74.032363,"GER, Hamburg",53.551085,9.993682,1888-06-01,USA,GER,40.743991 -74.032363 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-06-07,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-06-20,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-06-26,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1866-07-27,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-10-15,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-10-20,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1880-11-26,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-01-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-02-20,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-03-05,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-03-10,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Rosehill",33.981217,-87.386956,"GER, Hamburg",53.551085,9.993682,1889-04-21,USA,GER,33.981217 -87.386956 53.551085 9.993682
"USA, Havelock (NC)",34.879049,-76.90133,"GER, Hamburg",53.551085,9.993682,1889-05-24,USA,GER,34.879049 -76.90133 53.551085 9.993682
"USA, Havelock (NC)",34.879049,-76.90133,"GER, Hamburg",53.551085,9.993682,1889-07-20,USA,GER,34.879049 -76.90133 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-08-24,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-09-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-10-27,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-12-09,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-07-13,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-08-21,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-09-17,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1888-11-26,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Havelock (NC)",34.879049,-76.90133,"GER, Hamburg",53.551085,9.993682,1889-06-05,USA,GER,34.879049 -76.90133 53.551085 9.993682
"USA, Havelock (NC)",34.879049,-76.90133,"GER, Hamburg",53.551085,9.993682,1889-07-28,USA,GER,34.879049 -76.90133 53.551085 9.993682
"USA, Havelock (NC)",34.879049,-76.90133,"GER, Hamburg",53.551085,9.993682,1889-08-09,USA,GER,34.879049 -76.90133 53.551085 9.993682
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Hamburg",53.551085,9.993682,1889-08-20,USA,GER,41.878114 -87.629798 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-08-30,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-09-16,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-10-02,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-10-16,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-10-18,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-11-12,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-11-28,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-11-28,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1889-12-16,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-01-02,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-01-09,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-01-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-01-30,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-03-14,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-02-12,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-03-26,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-04-11,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-04-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-05-17,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-05-21,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-05-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-06-05,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-06-24,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-06-28,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-06-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-07-03,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-07-24,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-07-31,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-08-12,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-09-25,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-10-18,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-10-30,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-10-31,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-11-27,USA,GER,43.038903 -87.906474 53.551085 9.993682
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hamburg",53.551085,9.993682,1890-12-28,USA,GER,43.038903 -87.906474 53.551085 9.993682
